id,english_name,korean_name,dex_entry_english,dex_entry_korean,type_1,type_2,height,weight,is_legendary,is_mythical,sprite_url,gif_url,icon_url
54,Psyduck,고라파덕,"While lulling its enemies with its vacant look, this wily POKéMON will use psychokinetic powers.",항상 두통에 시달리고 있다. 이 두통이 심해지면 이상한 힘을 쓰기 시작한다.,Water,,0.8,19.6,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/54.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/54.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/54.png
55,Golduck,골덕,"Often seen swim­ ming elegantly by lake shores. It is often mistaken for the Japanese monster, Kappa.",해 질 무렵 강가에 모습을 나타낸다. 이마가 이상하게 빛날 때 신통력을 발휘한다고 전해진다.,Water,,1.7,76.6,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/55.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/55.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/55.png
56,Mankey,망키,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.,이유 없이 화내고 날뛰기 시작하면 동료도 구별하지 못하기 때문에 가까이 가는 것은 매우 위험하다.,Fighting,,0.5,28.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/56.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/56.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/56.png
57,Primeape,성원숭,Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.,주위에 아무도 없을 때만은 화를 내지 않고 있다. 그러나 그 모습을 보기가 어렵다.,Fighting,,1.0,32.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/57.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/57.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/57.png
58,Growlithe,가디,Very protective of its territory. It will bark and bite to repel intruders from its space.,사람을 잘 따르는 충실한 성격이다. 적에게는 짖거나 물며 쫓아내려고 한다.,Fire,,0.7,19.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/58.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/58.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/58.png
59,Arcanine,윈디,A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.,옛날부터 많은 사람의 마음을 사로잡은 아름다운 포켓몬이다. 날듯이 경쾌하게 달린다.,Fire,,1.9,155.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/59.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/59.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/59.png
60,Poliwag,발챙이,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.,매끄럽고 검은 피부는 얇고 축축하다. 내장 일부가 비쳐서 소용돌이 모양으로 보인다.,Water,,0.6,12.4,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/60.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/60.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/60.png
61,Poliwhirl,슈륙챙이,"Capable of living in or out of water. When out of water, it sweats to keep its body slimy.",육지에서도 수중에서도 살 수 있다. 지상에서는 항상 땀을 흘려서 피부를 미끌미끌하게 하고 있다.,Water,,1.0,20.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/61.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/61.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/61.png
62,Poliwrath,강챙이,An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.,강인한 근육을 가지고 있다. 태평양을 쉬지 않고 계속 헤엄칠 수 있다.,Water,Fighting,1.3,54.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/62.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/62.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/62.png
63,Abra,캐이시,"Using its ability to read minds, it will identify impending danger and TELEPORT to safety.",하루에 18시간은 자고 있다. 자는 동안에도 다양한 초능력을 사용한다.,Psychic,,0.9,19.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/63.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/63.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/63.png
64,Kadabra,윤겔라,It emits special alpha waves from its body that induce headaches just by being close by.,초능력을 발휘하면 강한 알파파를 내어 정밀 기계를 고장 내 버린다.,Psychic,,1.3,56.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/64.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/64.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/64.png
65,Alakazam,후딘,"Its brain can out­ perform a super­ computer. Its intelligence quotient is said to be 5,000.",뇌세포는 항상 분열해서 죽을 때까지 늘어나기 때문에 모든 것을 기억해 놓을 수 있다.,Psychic,,1.5,48.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/65.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/65.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/65.png
66,Machop,알통몬,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.,데구리를 수없이 들었다 놨다 하며 전신의 근육을 단련한다. 모든 격투기를 사용한다.,Fighting,,0.8,19.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/66.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/66.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/66.png
67,Machoke,근육몬,"Its muscular body is so powerful, it must wear a power save belt to be able to regulate its motions.",엄청나게 강한 육체를 지녔기 때문에 파워 세이브 벨트를 차서 힘을 제어하고 있다.,Fighting,,1.5,70.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/67.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/67.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/67.png
68,Machamp,괴력몬,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",발달한 4개의 팔은 2초 동안 1000번의 펀치를 날릴 수 있다.,Fighting,,1.6,130.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/68.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/68.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/68.png
69,Bellsprout,모다피,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.,홀쭉한 체격이지만 먹이를 잡을 때의 움직임은 눈에 보이지 않을 정도로 빠르다.,Grass,Poison,0.7,4.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/69.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/69.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/69.png
70,Weepinbell,우츠동,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.,잎사귀 부분은 칼날이 되어 상대를 베어버린다. 입에서는 무엇이든 녹이는 액체를 뿜어낸다.,Grass,Poison,1.0,6.4,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/70.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/70.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/70.png
71,Victreebel,우츠보트,"Said to live in huge colonies deep in jungles, although no one has ever returned from there.",정글의 안쪽에 우츠보트만 있는 지대가 있어서 한 번 가면 두 번 다시 돌아올 수 없다.,Grass,Poison,1.7,15.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/71.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/71.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/71.png
72,Tentacool,왕눈해,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.,몸 대부분이 수분이다. 수정 같은 눈에서 이상한 빔을 발사한다.,Water,Poison,0.9,45.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/72.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/72.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/72.png
73,Tentacruel,독파리,"The tentacles are normally kept short. On hunts, they are extended to ensnare and immobilize prey.",촉수는 평소에는 짧고 먹이를 찌를 때 길게 늘어나 휘감는다.,Water,Poison,1.6,55.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/73.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/73.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/73.png
74,Geodude,꼬마돌,"Found in fields and mountains. Mistaking them for boulders, people often step or trip on them.",초원이나 산에 서식한다. 돌멩이와 닮은 탓에 알아채지 못하고 밟거나 발이 걸려 넘어지기도 한다.,Rock,Ground,0.4,20.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/74.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/74.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/74.png
75,Graveler,데구리,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.,산에서 굴러 떨어질 때 몸의 여기저기가 부서져도 신경 쓰지 않는 호쾌한 성격이다.,Rock,Ground,1.0,105.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/75.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/75.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/75.png
76,Golem,딱구리,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.,산 정상에서 산기슭까지 이어지는 움푹 패인 홈은 딱구리가 굴러 다니는 길이므로 주의가 필요하다.,Rock,Ground,1.4,300.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/76.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/76.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/76.png
77,Ponyta,포니타,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.,막 태어나서는 겨우 일어설 수 있을 정도이지만 많이 달리면 하반신이 단련되어 달리는 속도가 빨라진다.,Fire,,1.0,30.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/77.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/77.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/77.png
78,Rapidash,날쌩마,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",빠르게 움직이는 물체를 보면 경주를 하고 싶어져서 맹렬한 스피드로 쫓아가기 시작한다.,Fire,,1.7,95.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/78.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/78.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/78.png
79,Slowpoke,야돈,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.,항상 멍하니 있으므로 무슨 생각을 하고 있는지 알 수 없다. 꼬리로 먹이를 낚는 것이 특기다.,Water,Psychic,1.2,36.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/79.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/79.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/79.png
80,Slowbro,야도란,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,붙어 있는 셀러는 꼬리에서 배어 나오는 맛을 좋아해서 계속 떨어지지 않는다.,Water,Psychic,1.6,78.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/80.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/80.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/80.png
81,Magnemite,코일,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,좌우의 유닛에서 중력을 차단하는 힘을 발휘하기에 공중에 뜰 수 있다.,Electric,Steel,0.3,6.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/81.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/81.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/81.png
82,Magneton,레어코일,Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up.,다수의 코일이 연결되어 강력한 자기장과 높은 전압을 방사한다.,Electric,Steel,1.0,60.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/82.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/82.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/82.png
83,Farfetch’d,파오리,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,가지고 있는 파 줄기는 소중한 무기이기도 하며 칼을 휘두르듯 다양한 것을 자를 수 있다.,Normal,Flying,0.8,15.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/83.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/83.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/83.png
84,Doduo,두두,A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints.,돌연변이로 발견된 두 개의 머리를 지닌 포켓몬이다. 시속 100km로 달린다.,Normal,Flying,1.4,39.2,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/84.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/84.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/84.png
85,Dodrio,두트리오,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",3개의 머리가 보고 있는 앞에서 조금이라도 빈틈을 보이면 부리로 격렬하게 쪼아댄다.,Normal,Flying,1.8,85.2,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/85.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/85.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/85.png
86,Seel,쥬쥬,The protruding horn on its head is very hard. It is used for bashing through thick ice.,빙산에 사는 포켓몬이다. 머리의 뾰족하게 돌출된 부분으로 얼음을 깨고 바다를 헤엄친다.,Water,,1.1,90.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/86.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/86.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/86.png
87,Dewgong,쥬레곤,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,전신이 새하얀 털로 뒤덮여 있다. 추위에 강해서 오히려 추울수록 힘이 넘쳐 난다.,Water,Ice,1.7,120.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/87.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/87.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/87.png
88,Grimer,질퍽이,Appears in filthy areas. Thrives by sucking up polluted sludge that is pumped out of factories.,달로부터의 X선을 쬔 오물이 질퍽이로 변화했다. 더러운 것을 좋아한다.,Poison,,0.9,30.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/88.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/88.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/88.png
89,Muk,질뻐기,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",진흙이 쌓여 악취가 나는 장소를 좋아해서 모여들기 때문에 주변은 더욱 악취가 난다.,Poison,,1.2,30.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/89.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/89.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/89.png
90,Shellder,셀러,Its hard shell repels any kind of attack. It is vulnerable only when its shell is open.,단단한 껍데기는 어떤 공격도 튕겨낸다. 껍데기를 벌리고 있을 때 안쪽을 공격당하는 것에는 약하다.,Water,,0.3,4.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/90.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/90.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/90.png
91,Cloyster,파르셀,"When attacked, it launches its horns in quick volleys. Its innards have never been seen.",조수의 흐름이 격한 바다에 서식하고 있는 파르셀의 껍질의 가시는 크고 날카롭다.,Water,Ice,1.5,132.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/91.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/91.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/91.png
92,Gastly,고오스,"Almost invisible, this gaseous POKéMON cloaks the target and puts it to sleep without notice.",가스로 만들어진 몸은 어떠한 크기의 상대라도 둘러싸서 숨을 못 쉬게 한다.,Ghost,Poison,1.3,0.1,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/92.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/92.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/92.png
93,Haunter,고우스트,"Because of its ability to slip through block walls, it is said to be from an­ other dimension.",어둠 속에서 아무도 없는데도 누군가가 보고 있다는 느낌이 들면 그곳에 고우스트가 있는 것이다.,Ghost,Poison,1.6,0.1,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/93.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/93.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/93.png
94,Gengar,팬텀,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",그림자에 모습을 숨긴다. 팬텀이 숨어 있는 방은 온도가 5도 내려간다고 전해진다.,Ghost,Poison,1.5,40.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/94.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/94.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/94.png
95,Onix,롱스톤,"As it grows, the stone portions of its body harden to become similar to a diamond, but colored black.",땅속을 엄청난 기세로 뚫고 나아가며 먹이를 찾는다. 지나간 곳은 디그다의 보금자리가 된다.,Rock,Ground,8.8,210.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/95.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/95.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/95.png
96,Drowzee,슬리프,Puts enemies to sleep then eats their dreams. Occasionally gets sick from eating bad dreams.,잠들게 한 뒤 꿈을 먹지만 나쁜 꿈만 먹고 있으면 배탈이 날 때도 있는 것 같다.,Psychic,,1.0,32.4,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/96.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/96.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/96.png
97,Hypno,슬리퍼,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",추 같은 것을 들고 다닌다. 어린아이에게 최면술을 걸어 어딘가로 데려가 버린 사건이 있었다.,Psychic,,1.6,75.6,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/97.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/97.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/97.png
98,Krabby,크랩,"Its pincers are not only powerful weapons, they are used for balance when walking sideways.",위험이 닥치면 입에서 뿜어내는 거품으로 전신을 감싸서 몸을 크게 보이려고 한다.,Water,,0.4,6.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/98.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/98.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/98.png
99,Kingler,킹크랩,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",단단한 집게는 1만 마력의 파워를 지녔지만 너무 커서 움직임이 둔하다.,Water,,1.3,60.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/99.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/99.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/99.png
100,Voltorb,찌리리공,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",몬스터볼이 팔리기 시작했을 때와 같은 시기에 발견되었다. 뭔가 관계가 있다고 전해진다.,Electric,,0.5,10.4,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/100.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/100.png
101,Electrode,붐볼,It stores electric energy under very high pressure. It often explodes with little or no provocation.,작은 자극에도 반응해서 폭발한다. 폭탄볼이라 불리며 두려움의 대상이 되고 있다.,Electric,,1.2,66.6,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/101.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/101.png
102,Exeggcute,아라리,"Often mistaken for eggs. When disturbed, they quickly gather and attack in swarms.",텔레파시로 대화를 하기 때문에 아라리를 갈라놓으려 해도 바로 모여들어 6마리가 된다.,Grass,Psychic,0.4,2.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/102.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/102.png
103,Exeggutor,나시,"Legend has it that on rare occasions, one of its heads will drop off and continue on as an EXEGGCUTE.",3개의 머리는 생각하는 것이 각각 다르지만 사이가 좋아서 싸우지 않는 것 같다.,Grass,Psychic,2.0,120.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/103.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/103.png
104,Cubone,탕구리,"Because it never removes its skull helmet, no one has ever seen this POKéMON's real face.",죽은 어미의 해골을 머리에 쓰고 있다. 외로울 때는 큰 소리로 운다고 한다.,Ground,,0.4,6.5,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/104.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/104.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/104.png
105,Marowak,텅구리,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,몸집도 작으며 원래는 약했다. 뼈를 쓰기 시작하면서 성격이 흉포해졌다.,Ground,,1.0,45.0,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/105.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/105.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/105.png
106,Hitmonlee,시라소몬,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",다리를 자유자재로 늘였다 줄였다 한다. 멀리 떨어져 있을 때도 상대를 차올릴 수 있다.,Fighting,,1.5,49.8,0,0,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/106.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/showdown/106.gif,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-viii/icons/106.png
